JobNumber,JobGroupNumber,JobClassNumber,OrgScope,JobNameAr,JobNameEn
314,22,3,1,رئيس قسم الليلي والمنازل,Head of Night and External Students Section
1442,22,3,1,رئيس قسم المحاسبة,Head of Accounting Section
315,22,3,1,رئيس قسم المخازن العامة,Head of General Stores Section
1450,22,3,1,رئيس قسم المشتريات والعقود,Head of Procurement  and Contracts Section
3576,22,4,1,رئيس قسم المواد الدراسية,Head of Subjects Section
1443,22,3,1,رئيس قسم الموازنة,Head of Budgetary Section
2817,22,3,1,رئيس قسم النقليات,Head of Transportation Section
3688,22,3,1,رئيس قسم اليونسكو,Head of the UNESCO Section
3505,22,3,1,رئيس قسم بيانات وسجلات الطلبة,Head of Student Data and Records Section
2786,22,3,1,رئيس قسم تخطيط البرامج التدريبية,Head of Training Programs Planning Section
4898,22,3,1,رئيس قسم تدريب إدارى,Head of  Administrative Training Section
4067,22,3,1,رئيس قسم تراخيص المراكز التعليمية,Head of Educational Centers Licensing Section
323,22,3,1,رئيس قسم تعليم الكبار,Head of Adult Education Section
3502,22,4,1,رئيس قسم تقييم التعليم المبكر,Head of the Early Education Assessment Section
3503,22,3,1,رئيس قسم تقييم المدارس الحكومية,Head of the Public Schools Evaluation Section
3504,22,3,1,رئيس قسم تقييم المدارس الخاصة,Head of the Private Schools Assessment Section
3500,22,4,1,رئيس قسم تقييم المواد الأدبية,Head of the Humanities Assessment Section
3501,22,4,1,رئيس قسم تقييم المواد العلمية,Head of the Science Assessment Section
3120,22,3,1,رئيس قسم تمويل المدارس,Head of Schools Finance Section
2785,22,3,1,رئيس قسم خدمة العملاء,Head of Customer Service Section
1472,22,3,1,رئيس قسم دعم المستخدمين,Head of Users Support Section
3806,22,,1,رئيس قسم دور الحضانة,Head of the Nursery Section
2261,22,3,1,رئيس قسم رعاية الطلاب,Head of Students Welfare Section
3455,22,3,1,رئيس قسم رعاية الموهوبين,Head of Gifted and Talented Section
3577,22,4,1,رئيس قسم رياض الأطفال,Head of Kindergarten Section
3420,22,3,1,رئيس قسم رياض الاطفال,Head of Kindergarten Section
620,22,3,1,رئيس قسم سيارات الدوحة,Head of Doha Automobile Dept.
3499,22,4,1,رئيس قسم شؤون الاختبارات,Head of Examination Affairs Section
1438,22,3,1,رئيس قسم شئون الموظفين,Head of Personnels Section
3424,22,3,1,رئيس قسم قبول وتسجيل الطلبة,Head of Student Admission and Registration Section
3687,22,3,1,رئيس قسم مصادر التعلم,Head of Learning Resources Section
3506,22,3,1,رئيس قسم معادلة وتصديق الشهادات المدرسية,Head of the School Certificates Equivalency and Attestation Section
331,22,3,1,رئيس مراقبي الحراس,Head of Watchmen Control Section
3915,283,3,1,رئيس مفتشي صيانة مباني,Inspector Chief Building Maintenance
3916,283,3,1,رئيس مفتشي صيانة مباني أول,Senior Building Maintenance Inspector
3580,22,4,1,رئيسة قسم الرياضيات,Head of Mathematics Section
3581,22,4,1,رئيسة قسم العلوم,Head of Science Section
1647,74,3,1,رسام أول,1st Artist
1645,74,3,1,رسام ثالث,3rd Artist
3769,14,3,1,رسام هندسي أول,Senior Engineering Drafter
13,19,5,1,سائق,Driver
4002,25,3,1,سائق أول,Senior Driver
4003,25,3,1,سائق خامس,Fifth Driver
1978,25,3,1,سائق خفيف أول,1st Light Driver
1976,25,3,1,سائق خفيف ثالث,3rd Light Driver
4004,25,3,1,سائق خفيف خامس,Fifth Light Driver
4005,25,3,1,سائق رابع,Fourth Light Driver
4271,25,3,1,سائق نقل خفيف سادس,6th Light vehicle Driver
888,283,3,1,سكرتير أول,Senior Secretary
332,283,3,1,سكرتير ادارة,Department Secretary
3078,283,,1,سكرتير تنفيذي,Executive Secretary
1238,283,3,1,سكرتير تنفيذي أول,1st Executive Secretary
1236,283,3,1,سكرتير تنفيذي ثالث,3rd Executive Secretary
1237,283,3,1,سكرتير تنفيذي ثاني,2nd Executive Secretary
2736,283,5,2,سكرتير ثالث,3rd Secretary
2737,283,5,2,سكرتير ثان,2nd Secretary
1216,74,3,1,سكرتير رابع,Fourth Secretary
333,17,5,2,سكرتير مدرسة,School Secretary
4058,17,5,2,سكرتير مدرسة – احتياط,Reserve School Secretary
4292,163,5,1,ضابط اتصال,Communication  Clerk
4291,163,5,3,ضابط الفرقة الكشفية والانضباط المدرسي,Scout Group and School Discipline Officer
1667,64,3,1,طابع أول,1st Typist
3345,37,7,2,طابع برايل,Braille Typist
3355,28,5,2,طابع برايل,Braille Typist
1665,64,3,1,طابع ثالث,3rd Typist
1666,64,3,1,طابع ثاني,2nd Typist
1664,64,3,1,طابع رابع,4th Typist
4890,64,4,1,طالب مبتعث,Scholarship Student
1063,57,5,2,طبيب,Doctor
3433,283,,2,طبيب,Physician
3909,57,5,2,طبيب زائر,Visiting Physician
3377,147,5,2,طموح,Ambition
257,55,5,1,عامل,Worker
2059,55,3,1,عامل باص رابع,4th Bus driver
2129,55,3,1,عامل بدالة أول,1st Operator
2127,55,3,1,عامل بدالة ثالث,3rd Operator
2126,55,3,1,عامل بدالة رابع,4th Operator
2293,55,3,1,عامل تصوير ثالث,3rd Office Boy
928,267,5,2,عامل خدمات,Services Worker
1827,55,3,1,عامل خدمات أول,1st worker
2738,55,5,2,عامل خدمات اول,1st Service Worker
1825,55,3,1,عامل خدمات ثالث,3rd worker
1128,283,3,1,عامل خدمات ثاني,Second Services Worker
1218,19,5,1,عامل خدمات ثاني,"Second ""Services"" Helper"
1826,55,3,1,عامل خدمات ثاني,2nd worker
3733,55,3,1,عامل خدمات خامس,Fifth Services Worker
1824,55,3,1,عامل خدمات رابع,4th worker
2740,55,5,2,عامل خدمات رابع,4th Service Worker
4006,55,3,1,عامل خدمات سادس,Sixth Service Worker
4007,55,3,1,عامل صيانة رابع,Fourth Maintenance Worker
3442,283,,1,عامل صيانه ثالث,Third Maintenance Worker
2365,15,3,1,عامل فني تجليد ثالث,3rd Bookbinder
2301,15,3,1,عامل فني ثالث,3rd Technician
2300,15,3,1,عامل فني رابع,4th Technician
2373,15,3,1,عامل فني صيانة ثالث,3rd Maintenance Technician
4138,55,5,2,عامل فني فك وتركيب رابع,Installation and Uninstallation Technician
1929,55,3,1,عامل ملفات أول,1st Files Clerk
1927,55,3,1,عامل ملفات ثالث,3rd Files Clerk
1928,55,3,1,عامل ملفات ثاني,2nd Files Clerk
4845,55,3,3,عامل ملفات خامس,5th Files Clerk
1926,55,3,1,عامل ملفات رابع,4th Files Clerk
4171,55,3,3,عامل ملفات سادس,6th Filing Worker
4030,19,5,1,عاملة العناية بالأطفال,Child Care Worker
3116,14,3,1,فنى بناء ثالث,3rd Costruction Technician
4101,283,3,1,فنى بناء ثاني,2nd Construction Technician
1571,24,3,1,فني اتصالات أول,1st Communication Technician
1569,24,3,1,فني اتصالات ثالث,3rd Communication Technician
1570,24,3,1,فني اتصالات ثاني,2nd Communication Technician
358,55,3,1,فني تجليد,Binding Technician
4085,197,3,2,فني تقني,IT Technician
4307,37,3,2,فني تقني معلومات,IT Technician
3042,197,5,2,فني تقنية معلومات,IT Technician
4118,63,5,2,فني تقنية معلومات أول,1st Information Technology Technician
4008,24,5,2,فني تقنية معلومات ثالث,Third Information Technology Technician
4009,63,5,2,فني تقنية معلومات ثاني,Second Information Technology Technician
1505,14,3,1,فني تكييف وتبريد أول,1st  Air condition Technician
1503,14,3,1,فني تكييف وتبريد ثالث,3rd Air condition Technician
1504,14,3,1,فني تكييف وتبريد ثاني,2nd Air condition Technician
1502,14,3,1,فني تكييف وتبريد رابع,4th Air condition Technician
1547,24,3,1,فني حاسب آلي  أول,1st Computer Technician
1545,24,3,1,فني حاسب آلي  ثالث,3rd Computer Technician
1546,24,3,1,فني حاسب آلي  ثاني,2nd Computer Technician
1511,14,3,1,فني حدادة ثالث,3rd Blacksmith Technician
2830,15,3,1,فني خراطة وبرادة ثاني,2nd Turning and Filling Technician
596,55,3,1,فني خياطة وتطريز,Tailoring and embroidery Technecian
3344,37,7,2,فني سمعيات,Audiology Technician
1579,24,3,1,فني شبكات أول,1st Networks Technician
1577,24,3,1,فني شبكات ثالث,3rd Network Technician
1578,24,3,1,فني شبكات ثاني,2nd Networks Technician
4117,28,5,2,فني صيانة,Maintenance Technician
2102,14,3,1,فني صيانة مباني ثالث,3rd Building Maintenance Technician
2170,14,3,1,فني صيانة مباني ثاني,2nd Building Maintenance Technician
2101,14,3,1,فني صيانة مباني رابع,4th Building Maintenance Technician
3358,28,5,2,فني عمليات صناعية,Industrial Operations Technician
3360,55,3,3,فني كهرباء ثالث,Electrical Technician III
1528,14,3,1,فني لحام ثاني,2nd Welding Technician
3361,28,,1,فني ميكانيكا,Mechanical Technician
1534,14,3,1,فني نجارة رابع,4th Carpentry Technician
1563,24,3,1,فني نظم أول,1st Systems Technician
4136,24,5,2,فني وثائق إلكترونية رابع,4th Electronic Documents Technician
4139,55,3,1,فني ورش,Workshops Technician
3357,28,,1,فني ورش تكنولوجيا معلومات,IT Workshops Technician
1555,24,3,1,فني وسائط متعددة أول,1st Multimedia Technician
1554,24,3,1,فني وسائط متعددة ثاني,2nd Multimedia Technician
3872,63,3,1,قائد عمليات الامن السيبراني,IT Technical Security Lead
565,97,5,1,كاتب,Female Typist
1774,74,3,1,كاتب أرشيف أول,1st Archive Clerk
1773,74,3,1,كاتب أرشيف ثاني,2nd Archive Clerk
1771,74,3,1,كاتب أرشيف رابع,4th Archive Clerk
4259,64,3,1,كاتب أنشطة كشفية,Scouting Activities Clerk
3850,64,3,1,كاتب أنشطة كشفية اول,Senior Scouting Activities Clerk
2216,64,3,1,كاتب اتصال أول,1st Communication Officer
2214,64,3,1,كاتب اتصال ثالث,3rd Communication Officer
2215,64,3,1,كاتب اتصال ثاني,2nd Communication Officer
2213,64,3,1,كاتب اتصال رابع,4th Communication Officer
3152,74,3,1,كاتب ارشفة وتوثيق ثاني,SECOND ARCHIVING AND DOCUMENT CONTROL CLERK
3164,74,3,1,كاتب استعلامات ثالث,3rd Information Clerk
3165,74,3,1,كاتب استعلامات ثاني,2nd Information Clerk
3163,74,3,1,كاتب استعلامات رابع,4th Information Clerk
1766,74,3,1,كاتب استقبال أول,1st Receptionist
1764,74,3,1,كاتب استقبال ثالث,3rd Receptionist
1765,74,3,1,كاتب استقبال ثاني,2nd Receptionist
1763,74,3,1,كاتب استقبال رابع,4th Receptionist
4075,74,3,1,كاتب تسجيل ونقل مدارس ثالث,3rd School Registration and Transfer Clerk
4324,74,3,1,كاتب تسجيل ونقل مدارس رابع,4th School registration and transfer clerk
2434,283,3,1,كاتب تقييم طلبة ثالث,3rd Students Assessment Clerk
2851,64,3,1,كاتب تواصل أول,1st Communications Clerk
2853,64,3,1,كاتب تواصل ثالث,3st Communications Clerk
2852,64,3,1,كاتب تواصل ثاني,2st Communications Clerk
4238,74,3,1,كاتب ثاني,2nd Clerk
4249,74,3,1,كاتب خدمة جمهور,Public Services Clerk
4167,74,3,1,كاتب خدمة جمهور أول,Senior Public Service Clerk
4165,74,3,1,كاتب خدمة جمهور ثالث,3rd Public Service Clerk
4166,74,3,1,كاتب خدمة جمهور ثاني,2nd Public Service Clerk
4080,74,3,1,كاتب خدمة جمهور رابع,Public Services Clerk
1637,74,3,1,كاتب سكرتارية أول,1st Secretarial Clerk
1635,74,3,1,كاتب سكرتارية ثالث,3rd Secretarial Clerk
1636,74,3,1,كاتب سكرتارية ثاني,2nd Secretarial Clerk
2886,74,3,1,كاتب سكرتارية خامس,5th Secretarial Clerk
1634,74,3,2,كاتب سكرتارية رابع,4th Secretarial Clerk
1610,74,3,1,كاتب شؤون إدارية رابع,4th Administrative Clerk
731,97,5,1,كاتب شؤون ادارية,Adminstrative Clerk
4246,97,5,1,كاتب شؤون ادارية ثالث,3rd Administrative Affairs Clerk
3490,64,3,1,كاتب شؤون توظيف ثالث,Third Recruitment Affairs Clerk
4240,64,3,1,كاتب شؤون توظيف ثاني,2nd Recruitment Clerk
3489,283,3,1,كاتب شؤون توظيف رابع,4th Recruitment Clerk
4160,74,3,1,كاتب شؤون فنية ثالث,3rd Technical Affairs Clerk
1613,74,3,1,كاتب شئون إدارية أول,1st Administrative Clerk
1611,74,3,1,كاتب شئون إدارية ثالث,3rd Administrative Clerk
1612,74,3,1,كاتب شئون إدارية ثاني,2nd Administrative Clerk
1605,74,3,1,كاتب شئون مالية أول,1st Financial Clerk
1604,74,3,1,كاتب شئون مالية ثاني,2nd Financial Clerk
1627,74,3,1,كاتب شئون موظفين ثالث,3rd Perssonels Affairs Clerk
1628,74,3,1,كاتب شئون موظفين ثاني,2nd Perssonels Affairs Clerk
1626,74,3,1,كاتب شئون موظفين رابع,4th Perssonels Affairs Clerk
2208,64,3,1,كاتب علاقات ثالث,3rd Public Relations Officer
2209,64,3,1,كاتب علاقات ثاني,2nd Public Relations Officer
3717,64,3,1,كاتب مشتريات ثالث,Third Procurement Clerk
4024,64,3,1,كاتب مشتريات ثاني,Second Purchasing Clerk
3690,64,3,1,كاتب مشتريات رابع,Fourth Procurement Clerk
2421,24,3,1,كاتب وثائق ثالث,3rd Documents Clerk
2155,15,3,1,كهربائي أول,1st Electrician
2153,15,3,1,كهربائي ثالث,3rd Electrician
2076,15,3,1,كهربائي سيارات ثالث,3rd Electrical Mechnic
1263,63,3,1,مبرمج,Programmer
519,63,3,1,مبرمج حاسب آلي,Computer Programmer
1274,283,3,1,مترجم أول,1st Translator
2743,283,5,2,مترجم اول,1st Translator
1272,283,3,1,مترجم ثالث,3rd Translator
1273,283,3,1,مترجم ثاني,2nd Translator
26,27,5,2,محاسب,Accountant
1269,263,3,1,محاسب أول,1st Accountant
2890,263,3,1,محاسب تكلفة تقديرية أول,Senior Cost Estimation Accountant
2745,283,3,1,محاسب ثالث,3rd Accountant
1268,263,3,1,محاسب ثاني,2nd Accountant
4256,173,3,1,محرر صحفي أول,Senior News Editor
3454,173,3,1,محرر صحفي ثالث,Third Press Editor
3829,173,3,1,محرر صحفي ثاني,Second Press Editor
2620,74,,1,محصل رابع,Fourth collector
373,87,5,2,محضر مختبر,Laboratorian
3322,87,5,2,محضر مختبر احياء,Laboratory Assistant(Biology)
3320,87,5,2,محضر مختبر فيزياء,Laboratory Assistant(Physics)
3321,87,5,2,محضر مختبر كيمياء,Laboratory Assistant(Chemistry)
4195,63,3,1,محلل أعمال,Business Analyst
3746,63,3,1,محلل أنظمة أعمال,Business Systems Analyst
4021,63,3,1,محلل أنظمة أعمال أول,Senior Business Systems Analyst
3881,63,3,1,محلل إدارة المخاطر,Risk Management Analyst
3871,63,3,1,محلل إدارة الهوية والوصول,Identity & Access Management Analyst
3873,63,3,1,محلل استمرارية الاعمال خدمات التعافي من الكوارث,Disaster Recovery Analyst
3883,63,3,1,محلل الحوكمة الأمنية والمخاطر والامتثال,GRC Analyst
3875,63,3,1,محلل خصوصية,Privacy Analyst
1264,63,3,1,محلل مبرمج,Senior Developer
3870,63,3,1,محلل مخاطر وتهديدات,Risk and Security Analyst
1265,63,3,1,محلل نظم,System Analyst
1266,63,3,1,محلل نظم أول,1st System Analyst
3514,283,3,1,مخرج أفلام,Film Director
88,64,5,1,مدخل بيانات,Data Entry
2609,283,3,1,مدخل بيانات أول,1st Data Entry Clerk
2748,64,5,2,مدخل بيانات ثالث,3rd Data Entry
2608,24,3,1,مدخل بيانات ثاني,2nd Data Entry Clerk
2606,64,3,1,مدخل بيانات رابع,4th Data Entry Clerk
517,283,3,2,مدرب,Instructor
3368,28,5,2,مدرب امن وسلامة,Security and Safety Trainer
3031,28,4,2,مدرب تكنولوجيا معلومات,Information Technology Instructor
566,28,5,2,مدرب رياضة,Clerk
3253,283,3,1,مدرب فنون موسيقية ثالث,Third Music Arts Instructor
860,28,5,2,مدرب مهني مساعد,Assistant professional trainer
1271,263,3,1,مدقق  مالي,Financial/Auditor
2573,283,3,1,مدقق داخلي ثالث,Third Internal Auditor
3799,283,3,1,مدقق داخلي ثاني,Second Internal Auditor
3666,283,3,1,مدقق لغوي,Proof Reader
3743,283,4,1,مدقق لغوي (للغة العربية),Proofreading Specialist (Arabic)
1419,22,3,1,مدير إدارة البعثات,Director of Scholarships Department
2796,22,3,1,مدير إدارة التخطيط والجودة,Director of Planning and Quality Department
4065,22,3,1,مدير إدارة التخطيط والسياسات التربوية والابتكار,"Director of Planning, Educational Policies And Innovation Department"
2805,22,3,1,مدير إدارة التدقيق الداخلي,Director of Internal Audit Department
4068,22,3,1,مدير إدارة التربية الخاصة,Director of Special Education Department
3160,22,3,1,مدير إدارة التربية الخاصة ورعاية الموهوبين,Director of Special Education and Gifted Students Department
4081,22,3,1,مدير إدارة التعليم الإلكتروني والحلول الرقمية,Director of e-Learning and Digital Solutions Department
2797,22,3,1,مدير إدارة التعليم المبكر,Director of Early Years Education Department
2808,22,4,1,مدير إدارة التوجيه التربوي,Director of Educational Supervision Department
1445,22,3,1,مدير إدارة الخدمات العامة,Director of General Services Department
1484,22,3,1,مدير إدارة السياسات والأبحاث التربوية,Director of Educational Policy and Research Department
1345,22,3,1,مدير إدارة الشؤون القانونية,Director of Legal Affairs Department
4142,22,3,1,مدير إدارة الشؤون المالية,Director of the Financial Affairs Department
1440,22,3,1,مدير إدارة الشؤون المالية والإدارية,Director of Financial and Administrative Affairs Department
2814,22,3,1,مدير إدارة الصحة والسلامة,Director of Health and Safety Department
1476,22,3,1,مدير إدارة العلاقات العامة والاتصال,Director of Public Relations and Communications Department
3859,22,3,1,مدير إدارة المشتريات والمناقصات,Director of Purchasing and Tenders Department
3186,22,4,1,مدير إدارة المناهج الدراسية ومصادر التعلم,Director of Curriculum and Learning Resources Department
1434,22,3,1,مدير إدارة الموارد البشرية,Director of Human Resources Department
2810,22,3,1,مدير إدارة تراخيص المدارس الخاصة,Director of Private Schools Licensing Department
1403,22,3,1,مدير إدارة تقييم الطلبة,Director of Students Assessment Department
1402,22,3,1,مدير إدارة تقييم المدارس,Director of Schools Evaluation Department
3858,22,2,1,مدير إدارة دور الحضانة,Director of Nurseries Department
1489,22,3,1,مدير إدارة شؤون التعاون الدولي,Director of International Cooperation Affairs Department
1431,22,3,1,مدير إدارة شؤون المدارس,Director of School Affairs Department
1432,22,4,1,مدير إدارة شؤون المدارس الخاصة,Director of Private Schools Affairs Department
3157,22,3,1,مدير إدارة شؤون المعلمين,Director of Teachers Affairs Department
2811,22,3,1,مدير إدارة مراكز الخدمات التعليمية,Director of Educational Services Centers Department
3207,22,3,1,مدير إدارة مركز معلومات الطلبة,Director of Students Information Center
3161,22,3,1,مدير إدارة معادلة الشهادات الدراسية الجامعية,Director of University Degrees Equivalency Department
1456,22,3,1,مدير إدارة نظم المعلومات,Director of Information Systems Department
4204,22,4,1,مدير ادارة التعليم المهني والتقني والتخصصي,"Director of Vocational, Technical and Specialized Education Department"
530,12,3,1,مدير ادارة التفتيش الاداري والمالي,Director of Administrative and Financial Inspection Department
4876,22,2,1,مدير ادارة المدارس ورياض الأطفال الخاصة,Director of Private Schools and Kindergartens Department
4018,22,3,1,مدير ادارة شؤون المدارس والطلبة,Director of Schools and Students Affairs Department
1064,16,4,2,مدير المجمع وصاحب الترخيص,Complex Manager & License Owner
4847,22,3,1,مدير المركز العربي للتدريب التربوي لدول الخليج,Director of The Arab Educational Training Center for the Gulf States
4903,22,3,1,مدير المكتب الفني,Director of the Technical Office
4253,16,4,2,مدير روضة,kindergarten Principal
163,22,3,1,مدير قسم الخدمات العامة,General Services Section Manager
165,12,3,1,مدير قسم تطبيقات تكنولوجيا المعلومات,IT Apps. Section Manager
220,12,3,1,مدير قسم عمليات تكنولوجيا المعلومات,IT Operations Section Manager
91,27,5,2,مدير مالي واداري,Financial & Admin. Manager
1060,16,4,2,مدير مدرسة,School Manager
1032,36,5,2,مدير مرحلة,Stage director
3159,22,4,1,مدير مركز التدريب والتطوير,Director of Training and Development Center
3162,22,3,1,مدير مركز رؤى للتقييم والاستشارات والدعم,Director of Roua Assessment Advice&Support Center
2564,13,3,1,مدير مشروع,Project Manager
3265,22,3,1,مدير مكتب,Office Manager
1418,22,3,1,مدير مكتب الارشاد الجامعي والمهني,Director of College & Career Counseling office
1401,22,3,1,مدير مكتب الرخص المهنية,Director of Professional Licensing Office
3103,22,3,1,مدير مكتب المراكز التعليمية,Director of Educational  Centers Office
1230,22,3,1,مدير مكتب الوزير,Director of the Minister's Office
4023,22,3,1,مدير مكتب الوكيل المساعد لشؤون الخدمات المشتركة,Director of the Office of the Assistant Undersecretary for Shared Services Affairs
1404,22,3,1,مدير مكتب جمع البيانات,Director of Data Collection Office
857,22,3,1,مدير مكتب سعادة وكيل الوزارة,Head of H.E. Undersecretary Office
3104,22,3,1,مدير مكتب شؤون مؤسسات التعليم العالي,Director of Higher Education Institution's Affair's Office
1488,22,3,1,مدير مكتب مراجعة البرامج والتدقيق,Director of Programs Review and Auditing Office
2806,22,3,1,مدير مكتب وكيل الوزارة,Director of the Undersecretary's Office
4252,22,3,1,مدير مكتب وكيل الوزارة المساعد لشؤون التعليم الخاص,Director of the Office of the Assistant Undersecretary for Private Education Affairs
3600,22,3,1,مدير مكتب وكيل الوزارة المساعد للشؤون التعليمية,Manager of Assistant Undersecretary for Educational Affairs
1234,12,3,1,مدير هيئة التقييم,Director of Evaluation Institute
2259,22,3,1,مدير وحدة الأقسام الداخلية,Manager of Internal Department Unit
1270,263,3,1,مراجع مالي,Financial/Auditor
933,55,5,1,مراسل,Messenger
2174,55,3,1,مراسل أول,1st Messenger
2172,55,3,1,مراسل ثالث,3rd Messenger
2173,55,3,1,مراسل ثاني,2nd Messenger
2849,55,3,1,مراسل جوازات,Immigration Officer
2850,55,3,1,مراسل جوازات أول,1st Immigration Officer
4010,55,3,1,مراسل خامس,Fifth Messenger
2171,55,3,1,مراسل رابع,4th Messenger
4011,55,3,1,مراسل سادس,Sixth Messenger
2548,69,5,2,مرافق الدعم,Support Attendant
4133,24,5,1,مراقب  طلبة رابع,4th Students Supervisor
3036,64,3,1,مراقب تطوير مهني ثاني,Second Professional Development Controller
1957,24,3,1,مراقب تكنولوجيا أول,1st Technology Monitor
1955,24,3,1,مراقب تكنولوجيا ثالث,3rd Technology Monitor
1956,24,3,1,مراقب تكنولوجيا ثاني,2nd Technology Monitor
3129,64,3,1,مراقب تواصل اجتماعي ثالث,3rd Social Media Monitor
4844,64,3,1,مراقب حراس أول,First Superintendent
2429,283,3,1,مراقب خدمات مشتركة ثالث,3rd Shared Services Monitor
3810,64,,1,مراقب دور حضانة ثالث,3rd Nursery Superintendent
4148,44,3,1,مراقب دور حضانة ثاني,Second Nursery Supervisor
2408,54,3,1,مراقب رصد ثالث,3rd Monitoring Observer
2406,54,3,1,مراقب رصد خامس,5th Monitoring Observer
3617,24,3,1,مراقب قاعدة بيانات طلاب أول,1th Students database monitor
2891,24,3,1,مراقب قاعدة بيانات طلاب ثالث,3th Students database monitor
3616,24,3,1,مراقب قاعدة بيانات طلاب ثاني,2th Students database monitor
2517,24,3,1,مراقب قاعدة بيانات طلاب رابع,4th Students database monitor
2425,14,3,1,مراقب مباني ثالث,3rd Building Superintendent
2249,74,3,1,مراقب مخازن  ثالث,3rd Warehouse Superintedent
2251,283,3,1,مراقب مخازن أول,1st Warehouse Superintedent
4200,74,3,1,مراقب مخازن ثاني,2nd Warehouse Foreman
2250,283,3,1,مراقب مستودع ثاني,2nd Warehouse Superintedent
3899,117,5,2,مربية أطفال,Baby Sitter
1040,187,5,2,مرشد أكاديمي,Academic Advisor
1801,283,3,1,مرشد ثاني,2nd Guide
4932,28,4,2,مسؤول البحث والابتكار (معلم بحث وابتكار),Research & Innovation Officer (Research & Innovation Teacher)
178,57,5,2,مسؤول المشتريات,Procurement Officer
58,27,3,1,مسؤول مالي,Finance Officer
473,47,5,2,مسؤول مركز  مصادر التعلم,learning sources officer
2447,64,3,1,مساعد القبول والتسجيل,Admission and Registration Assistant
3416,287,5,2,مساعد امين مخزن,Assistant Storekeeper
3417,287,5,2,مساعد امين مكتبة,Assistant Librarian
2316,15,3,1,مساعد بناء,Construction Assistant
1998,15,3,1,مساعد حداد,Assistant Blacksmith
2284,15,3,1,مساعد سباك,Assistant Plumber
3418,287,5,2,مساعد سكرتير مدرسة,Assistant School Secretary
2006,15,3,1,مساعد صباغ,Assistant Painter
4273,267,5,2,مساعد عامل خدمات,Assistnat Services Worker
2332,15,3,1,مساعد عامل فني أسقف,Ceiling Finisher/ Installer Assistant
2324,15,3,1,مساعد عامل فني المنيوم,Aluminium Technician Assistant
2340,15,3,1,مساعد عامل فني زجاج,Glass Worker Assistant
2348,15,3,1,مساعد عامل فني سيلوتكس,False/Ceiling Installer Assistant
2356,15,3,1,مساعد عامل فني مفاتيح,Locksmith Assistant
2253,14,3,1,مساعد فنى نجارة أول,Senior Carpentry Technician Assistant
2083,14,3,1,مساعد فني تكييف وتبريد,Assistant Cooling and Conditioning Technician
2084,14,3,1,مساعد فني تكييف وتبريد أول,Senior Assistant Cooling and Conditioning Technician
2100,14,3,1,مساعد فني صيانة مباني أول,Senior Assistant Building Maintenance Technician
2160,14,3,1,مساعد فني لحام,Welding Technician Assistant
2161,14,3,1,مساعد فني لحام أول,1st Welding Technician Assistant
2274,74,3,1,مساعد كاتب أرشيف,Archivist Assistant
2275,74,3,1,مساعد كاتب أرشيف أول,Senir Archivist Assistant
2836,64,3,1,مساعد كاتب أرشيف خامس,5th Archivist Assistant
2189,64,3,1,مساعد كاتب استقبال,Receptionist Assistant
2835,64,3,1,مساعد كاتب استقبال خامس,5th Archivist Assistant
1975,74,3,1,مساعد كاتب سكرتارية أول,Senior Secretarial Clerk Assistant
1934,74,3,1,مساعد كاتب شئون إدارية,Assistant Clerk for Administrative Affairs
1935,74,3,1,مساعد كاتب شئون إدارية أول,Senior Assistant Clerk for Administrative Affairs
2516,64,3,1,مساعد كاتب وثائق أول,1st Assistant Clerk
2152,15,3,1,مساعد كهربائي,Electricians Assistant
1203,22,3,1,مساعد لمدير مكتب نظم المعلومات,Assistant Director of IT Office
4325,74,3,1,مساعد مدقق حسابات,Assistant Auditor
1435,22,3,1,مساعد مدير  الموارد البشرية والإدارية,Assistant Manager of Human and Administrative Resources
4855,22,3,1,مساعد مدير إدارة التدقيق الداخلي,Assistant Director of the Internal Audit Department
3521,22,3,1,مساعد مدير إدارة التربية الخاصة,Assistant Director of Special Education and Gifted Students Department
3520,22,4,1,مساعد مدير إدارة التوجيه التربوي,Assistant Director of the Department of Educational Supervision
1441,22,3,1,مساعد مدير إدارة الشؤون المالية والادارية,Assistant Director of the Financial and Administrative Affairs Department
4295,22,3,1,مساعد مدير إدارة العلاقات العامة والاتصال,Assistant Director of Public Relations and Communications Department
3913,22,3,1,مساعد مدير إدارة الموارد البشرية,Assistant Director of Human Resources Department
4082,22,3,1,مساعد مدير إدارة شؤون المدارس والطلبة,Assistant Director of Schools and Students Affairs Department
3522,22,3,1,مساعد مدير إدارة شؤون المعلمين,Assistant Director of the Department of Teachers Affairs
3326,22,3,1,مساعد مدير ادارة التعليم المبكر,Assistant Director of Early Years Education Department
751,22,3,1,مساعد مدير ادارة الحسابات,Assistant Manager of Accounting Dep.
4294,22,3,1,مساعد مدير مكتب الوزير لشؤون البحوث والسياسات,Assistant Director of the Minister's Office for Research and Policy Affairs
2784,22,3,1,مساعد مدير مكتب الوزير لشؤون المتابعة,Assistant Director of the Minister's Office for Follow-Up Affairs
3822,23,4,1,مساعد مدير مكتب الوزير لشؤون المتابعة,Assistant Manager of the Minister Office for the Follow up Affairs
2783,22,3,1,مساعد مدير مكتب الوزير لشؤون خدمة الجمهور,Assistant Director of the Minister's Office for Public Service
4293,22,3,1,مساعد مدير مكتب الوزير للشؤون الإعلامية والاتصال,Assistant Director of the Minister's Office for Media and Communication Affairs
